NOME_PRODUTO,Expediente,DataExpediente,NumProtocolo,Processo,Empresa,CNPJ,Assunto,EncontraSeNa,SituacaoAtual,DataInicio,URL
NA,0636527/12-2,06/08/2012,2.5352509699201252e+16,25351443783,LABORATÓRIO GLOBO SA,17.115.437/0001-73,"70143 -
                        Requerimento de Restituição de Taxa de Fiscalização de Vigilância Sanitária (TFVS)","ARQVO - ARQUIVO - GERÊNCIA DE GESTÃO DOCUMENTAL
                        Desde: 19/10/2023",Distribuído para a área responsável,06/08/2012,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0636527122/
paracetamol,2105116/20-0,01/07/2020,2.535203727720208e+16,25351355599,LABORATÓRIO GLOBO SA,17.115.437/0001-73,10506 - GENÉRICO - Modificação Pós-Registro - CLONE,"GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS
                            Desde: 01/07/2020",Petição encerrada,27/11/2023,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/2105116200/
Diaglits,0905772/23-2,28/08/2023,2.0230000000817636e+16,25351561213,LABORATÓRIO GLOBO SA,17.115.437/0001-73,"10490 -
                        SIMILAR - Registro de Produto - CLONE","GGMED - GERÊNCIA-GERAL DE MEDICAMENTOS
                        Desde: 08/11/2023",Publicado deferimento,13/11/2023,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0905772232/
Diaglits,1256757/23-4,14/11/2023,2.023000000113985e+16,25351561213,LABORATÓRIO GLOBO SA,17.115.437/0001-73,12271 - Inclusão de rotulagem - Nova destinação,"CBRES - COORDENAÇÃO DE BULA, ROTULAGEM, REGISTRO SIMPLIFICADO E NOME COMERCIAL
                            Desde: 15/02/2024",Anuído,15/02/2024,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/1256757234/
NA,1022635/23-4,26/09/2023,2.0230000000924068e+16,25351632364,LABORATÓRIO GLOBO SA,17.115.437/0001-73,"155 -
                        GENERICO - Registro de Medicamento","ARQVO - ARQUIVO - GERÊNCIA DE GESTÃO DOCUMENTAL
                        Desde: 26/09/2023",Em análise,04/11/2023,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/1022635234/
NA,1052508/23-4,03/10/2023,2.0230000000950544e+16,25351632364,LABORATÓRIO GLOBO SA,17.115.437/0001-73,12110 - SIMILAR – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro,"GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS
                            Desde: 03/10/2023",Petição encerrada,06/10/2023,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/1052508234/
NA,1052579/23-3,03/10/2023,2.02300000009506e+16,25351632364,LABORATÓRIO GLOBO SA,17.115.437/0001-73,"11212 - GENÉRICO/SIMILAR - Documentação para análise de bula, dizeres de rotulagem e nome comercial","CBRES - COORDENAÇÃO DE BULA, ROTULAGEM, REGISTRO SIMPLIFICADO E NOME COMERCIAL
                            Desde: 21/02/2024",Anuído,21/02/2024,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/1052579233/
NA,1052826/23-1,03/10/2023,2.0230000000950828e+16,25351632364,LABORATÓRIO GLOBO SA,17.115.437/0001-73,11630 - GENÉRICO - Estudo de biodisponibilidade relativa,"CETER - COORDENAÇÃO DE EQUIVALÊNCIA TERAPÊUTICA
                            Desde: 31/01/2024",Concluída análise,31/01/2024,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/1052826231/
NA,1052860/23-1,03/10/2023,2.023000000095084e+16,25351632364,LABORATÓRIO GLOBO SA,17.115.437/0001-73,12107 - GENÉRICO – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro,"GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS
                            Desde: 03/10/2023",Distribuído para a área responsável,03/10/2023,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/1052860231/
NA,0430141/23-8,28/04/2023,2.0230000000386988e+16,25351265518,"KOLON LIFE SCIENCE, INC.",DH.NUM.BER/0002-92,"11637 -
                        CADIFA - Solicitação de CADIFA Associada | Associated CADIFA Application","COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS
                        Desde: 15/08/2023",Distribuído para a área responsável,31/08/2023,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0430141238/
NA,1052000/23-7,03/10/2023,2.023000000095021e+16,25351632364,LABORATÓRIO GLOBO SA,17.115.437/0001-73,11721 - Registro - Notificação do Processo da CADIFA,"COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS
                            Desde: 03/10/2023",Distribuído para a área responsável,03/10/2023,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/1052000237/
prednisona,0676364/23-2,02/07/2023,2.023000000060983e+16,25351677546,LABORATÓRIO GLOBO SA,17.115.437/0001-73,10291 - GENÉRICO - Inclusão de rotulagem - Nova destinação,"CBRES - COORDENAÇÃO DE BULA, ROTULAGEM, REGISTRO SIMPLIFICADO E NOME COMERCIAL
                            Desde: 31/01/2024",Anuído,31/01/2024,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0676364232/
NA,8551827/21-1,30/12/2021,2.535226610920218e+16,25351076203,LABORATÓRIO GLOBO SA,17.115.437/0001-73,"155 -
                        GENERICO - Registro de Medicamento","GGMED - GERÊNCIA-GERAL DE MEDICAMENTOS
                        Desde: 24/01/2024",Publicado deferimento,29/01/2024,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/8551827211/
NA,0064441/22-2,05/01/2022,2.0220000000058372e+16,25351076203,LABORATÓRIO GLOBO SA,17.115.437/0001-73,11631 - GENÉRICO - Estudo de bioisenção,"CETER - COORDENAÇÃO DE EQUIVALÊNCIA TERAPÊUTICA
                            Desde: 31/03/2022",Concluída análise,31/03/2022,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0064441222/
NA,8552221/21-7,30/12/2021,2.5352267867202116e+16,25351076203,LABORATÓRIO GLOBO SA,17.115.437/0001-73,11798 - GGMED - Autorização de aditamento por terceiro,"GEDOC - GERÊNCIA DE GESTÃO DOCUMENTAL E MEMÓRIA CORPORATIVA
                            
                            Enc.: 30/12/2021",Distribuído para a área responsável,30/12/2021,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/8552221217/
NA,0069123/22-2,05/01/2022,2.022000000006231e+16,25351076203,LABORATÓRIO GLOBO SA,17.115.437/0001-73,12107 - GENÉRICO – Formulário de informações relativas à documentação de registro (FIDR) – Análise de Qualidade Registro,"GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS
                            Desde: 17/01/2024",Concluída análise,17/01/2024,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0069123222/
NA,0063386/22-1,05/01/2022,2.022000000005739e+16,25351076203,LABORATÓRIO GLOBO SA,17.115.437/0001-73,"11212 - GENÉRICO/SIMILAR - Documentação para análise de bula, dizeres de rotulagem e nome comercial","CBRES - COORDENAÇÃO DE BULA, ROTULAGEM, REGISTRO SIMPLIFICADO E NOME COMERCIAL
                            Desde: 05/01/2022",Anuído,05/05/2022,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0063386221/
PROPALOL,0493780/18-5,20/06/2018,2.53524010002018e+16,25351670852,LABORATÓRIO GLOBO SA,17.115.437/0001-73,10507 - SIMILAR - Modificação Pós-Registro - CLONE,"GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS
                            Desde: 21/05/2020",Aguardando análise,21/05/2020,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0493780185/
propionato de clobetasol,0331020/14-5,29/04/2014,2.5352153556201444e+16,25351378030,LABORATÓRIO GLOBO SA,17.115.437/0001-73,143 - GENÉRICO - Renovação de Registro de Medicamento,"COPRE.D - COORDENAÇÃO DE PÓS-REGISTRO
                            Desde: 02/05/2014",Revalidação automática,29/12/2014,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0331020145/
propionato de clobetasol,0249033/19-1,19/03/2019,2.5352191348201956e+16,25351378030,LABORATÓRIO GLOBO SA,17.115.437/0001-73,143 - GENÉRICO - Renovação de Registro de Medicamento,"GEPRE.D - GERÊNCIA DE AVALIAÇÃO DE TECNOLOGIA DE PÓS-REGISTRO DE MEDICAMENTOS SINTÉTICOS
                            
                            Enc.: 08/11/2019",Petição encerrada,01/08/2022,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0249033191/
PROSOLIN,0657517/17-0,19/04/2017,2.535256138920175e+16,25351911388,LABORATÓRIO GLOBO SA,17.115.437/0001-73,10507 - SIMILAR - Modificação Pós-Registro - CLONE,"GEPRE.D - GERÊNCIA DE AVALIAÇÃO DE TECNOLOGIA DE PÓS-REGISTRO DE MEDICAMENTOS SINTÉTICOS
                            Desde: 20/07/2017",Mudança analisada – Nível 1,17/07/2017,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0657517170/
PROSOLIN,2075059/17-5,04/10/2017,2.5352823733201748e+16,25351911388,LABORATÓRIO GLOBO SA,17.115.437/0001-73,10507 - SIMILAR - Modificação Pós-Registro - CLONE,"GEPRE.D - GERÊNCIA DE AVALIAÇÃO DE TECNOLOGIA DE PÓS-REGISTRO DE MEDICAMENTOS SINTÉTICOS
                            Desde: 04/10/2017",Mudança analisada – Nível 1,23/01/2018,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/2075059175/
PROSOLIN,3372824/19-1,06/12/2019,2.535269828220192e+16,25351911388,LABORATÓRIO GLOBO SA,17.115.437/0001-73,10507 - SIMILAR - Modificação Pós-Registro - CLONE,"GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS
                            Desde: 14/09/2020",Aprovação condicional – ausência de manifestação no prazo legal em 18/05/2020.,06/05/2020,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/3372824191/
NA,0876335/17-6,11/05/2017,2.5352753175201708e+16,25351169444,LABORATÓRIO GLOBO SA,17.115.437/0001-73,6802 - Reconsideração da Análise do Documento Informativo de Preço,"SCMED - SECRETARIA EXECUTIVA DA CÂMARA DE REGULAÇÃO DO MERCADO DE MEDICAMENTOS
                            
                            Enc.: 16/05/2017",Distribuído para a área responsável,12/05/2017,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0876335176/
NA,1988664/17-1,15/09/2017,2.5352749085201716e+16,25351169444,LABORATÓRIO GLOBO SA,17.115.437/0001-73,6803 - Recurso de Análise do Documento Informativo de Preço,"SCMED - SECRETARIA EXECUTIVA DA CÂMARA DE REGULAÇÃO DO MERCADO DE MEDICAMENTOS
                            
                            Enc.: 19/09/2017",Distribuído para a área responsável,18/09/2017,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/1988664171/
REHIDRAZOL,0483163/12-2,11/06/2012,2.5352389115201212e+16,25351121068,LABORATÓRIO GLOBO SA,17.115.437/0001-73,1582 - ESPECÍFICO - Renovação de Registro de Medicamento,"COPRE.D - COORDENAÇÃO DE PÓS-REGISTRO
                            Desde: 01/03/2013",Revalidação automática,14/02/2013,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0483163122/
REHIDRAZOL,0992557/17-1,24/05/2017,2.5352858965201736e+16,25351121068,LABORATÓRIO GLOBO SA,17.115.437/0001-73,1582 - ESPECÍFICO - Renovação de Registro de Medicamento,"GMESP - GERÊNCIA DE MEDICAMENTOS ESPECÍFICOS, FITOTERÁPICOS, DINAMIZADOS, NOTIFICADOS E GASES MEDICINAIS
                            
                            Enc.: 30/05/2017",Revalidação automática em 02/01/2018.,02/01/2018,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0992557171/
NA,0636500/12-1,06/08/2012,2.5352509673201256e+16,25351443772,LABORATÓRIO GLOBO SA,17.115.437/0001-73,"70143 -
                        Requerimento de Restituição de Taxa de Fiscalização de Vigilância Sanitária (TFVS)","ARQVO - ARQUIVO - GERÊNCIA DE GESTÃO DOCUMENTAL
                        Desde: 19/10/2023",Distribuído para a área responsável,06/08/2012,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0636500121/
rivaroxabana,0927589/23-4,31/08/2023,2.0230000000837616e+16,25351572566,LABORATÓRIO GLOBO SA,17.115.437/0001-73,"10488 -
                        GENÉRICO - Registro de Medicamento - CLONE","GGMED - GERÊNCIA-GERAL DE MEDICAMENTOS
                        Desde: 10/10/2023",Publicado deferimento,16/10/2023,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0927589234/
SCAFLOGIN GOTAS,0660134/23-1,28/06/2023,2.023000000059538e+16,25351933753,LABORATÓRIO GLOBO SA,17.115.437/0001-73,11724 - RDC 73/2016 - SIMILAR - Inclusão de novo DIFA sem CADIFA,"GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS
                            Desde: 28/06/2023",Análise sobrestada interno,04/10/2023,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0660134231/
SCAFLOGIN GOTAS,0672888/23-0,30/06/2023,2.0230000000606816e+16,25351933753,LABORATÓRIO GLOBO SA,17.115.437/0001-73,11321 - SIMILAR - Aditamento - Aprovação condicional - RDC 219/2018,"GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS
                            Desde: 30/06/2023",Distribuído para a área responsável,30/06/2023,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0672888230/
SCAFLOGIN GOTAS,0676410/23-0,02/07/2023,2.023000000060987e+16,25351933753,LABORATÓRIO GLOBO SA,17.115.437/0001-73,10297 - SIMILAR - Inclusão de rotulagem - Nova destinação,"CBRES - COORDENAÇÃO DE BULA, ROTULAGEM, REGISTRO SIMPLIFICADO E NOME COMERCIAL
                            Desde: 06/12/2023",Anuído,06/12/2023,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0676410230/
NA,5066647/22-8,19/12/2022,2.02200000047944e+16,25351645221,Mangalam Drugs and Organics Limited,DH.NUM.BER/0000-93,"11637 -
                        CADIFA - Solicitação de CADIFA Associada | Associated CADIFA Application","COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS
                        Desde: 25/07/2023",Distribuído para a área responsável,10/07/2023,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/5066647228/
SCAFLOGIN GOTAS,0662553/23-3,28/06/2023,2.023000000059762e+16,25351933753,LABORATÓRIO GLOBO SA,17.115.437/0001-73,11722 - Pós-Registro - Notificação do Processo da CADIFA,"COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS
                            Desde: 28/06/2023",Distribuído para a área responsável,28/06/2023,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0662553233/
SCAFLOGIN,0676354/23-5,01/07/2023,2.0230000000609824e+16,25351006433,LABORATÓRIO GLOBO SA,17.115.437/0001-73,10297 - SIMILAR - Inclusão de rotulagem - Nova destinação,"CBRES - COORDENAÇÃO DE BULA, ROTULAGEM, REGISTRO SIMPLIFICADO E NOME COMERCIAL
                            Desde: 05/02/2024",Anuído,05/02/2024,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0676354235/
SCAFLOGIN,0637812/23-9,22/06/2023,2.023000000057573e+16,25351006433,LABORATÓRIO GLOBO SA,17.115.437/0001-73,11724 - RDC 73/2016 - SIMILAR - Inclusão de novo DIFA sem CADIFA,"GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS
                            Desde: 22/06/2023",Análise sobrestada interno,04/10/2023,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0637812239/
SCAFLOGIN,0639584/23-8,22/06/2023,2.0230000000577252e+16,25351006433,LABORATÓRIO GLOBO SA,17.115.437/0001-73,11722 - Pós-Registro - Notificação do Processo da CADIFA,"COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS
                            Desde: 22/06/2023",Distribuído para a área responsável,22/06/2023,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0639584238/
NA,5066647/22-8,19/12/2022,2.02200000047944e+16,25351645221,Mangalam Drugs and Organics Limited,DH.NUM.BER/0000-93,"11637 -
                        CADIFA - Solicitação de CADIFA Associada | Associated CADIFA Application","COIFA - COORDENAÇÃO DE REGISTRO DE INSUMOS FARMACÊUTICOS ATIVOS
                        Desde: 25/07/2023",Distribuído para a área responsável,10/07/2023,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/5066647228/
SCAFLOGIN,2662558/16-1,23/12/2016,2662558161.0,25351006433,LABORATÓRIO GLOBO SA,17.115.437/0001-73,142 - SIMILAR - Renovação de Registro de Medicamento,"GEPRE.D - GERÊNCIA DE AVALIAÇÃO DE TECNOLOGIA DE PÓS-REGISTRO DE MEDICAMENTOS SINTÉTICOS
                            Desde: 17/05/2018",Revalidação automática,09/07/2022,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/2662558161/
SCAFLOGIN,0195567/19-5,01/03/2019,2.535214956020191e+16,25351006433,LABORATÓRIO GLOBO SA,17.115.437/0001-73,10955 - RDC 73/2016 - SIMILAR - Ampliação dos limites de especificação,"GEPRE.D - GERÊNCIA DE AVALIAÇÃO DE TECNOLOGIA DE PÓS-REGISTRO DE MEDICAMENTOS SINTÉTICOS
                            Desde: 03/09/2019",Aprovação condicional – ausência de manifestação no prazo legal em 09/09/2019.,03/09/2019,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0195567195/
SCAFLOGIN,0212660/19-5,08/03/2019,2.535216327420197e+16,25351006433,LABORATÓRIO GLOBO SA,17.115.437/0001-73,10958 - RDC 73/2016 - SIMILAR - Mudança maior de método analítico,"GEPRE.D - GERÊNCIA DE AVALIAÇÃO DE TECNOLOGIA DE PÓS-REGISTRO DE MEDICAMENTOS SINTÉTICOS
                            Desde: 03/09/2019",Aprovação condicional – ausência de manifestação no prazo legal em 09/09/2019.,03/09/2019,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0212660195/
SCAFLOGIN,2511449/19-2,15/10/2019,2.5352791332201948e+16,25351006433,LABORATÓRIO GLOBO SA,17.115.437/0001-73,10958 - RDC 73/2016 - SIMILAR - Mudança maior de método analítico,"GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS
                            Desde: 16/04/2020",Aprovação condicional – ausência de manifestação no prazo legal em 27/04/2020.,16/04/2020,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/2511449192/
SCAFLOGIN,2511451/19-4,15/10/2019,2.5352791337201972e+16,25351006433,LABORATÓRIO GLOBO SA,17.115.437/0001-73,10958 - RDC 73/2016 - SIMILAR - Mudança maior de método analítico,"GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS
                            Desde: 16/04/2020",Aprovação condicional – ausência de manifestação no prazo legal em 27/04/2020.,16/04/2020,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/2511451194/
SCAFLOGIN,1114109/20-3,09/04/2020,2.5352973969202096e+16,25351006433,LABORATÓRIO GLOBO SA,17.115.437/0001-73,11069 - RDC 73/2016 - SIMILAR - Inclusão maior de composição de embalagem primária do medicamento,"GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS
                            Desde: 13/10/2020",Aprovação condicional – ausência de manifestação no prazo legal em 26/10/2020.,13/10/2020,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/1114109203/
NA,0066611/23-4,23/01/2023,2.0230000000060624e+16,25351042251,LABORATÓRIO GLOBO SA,17.115.437/0001-73,"12172 -
                        GQMED – Protocolo de Gerenciamento de Mudanças Pós-registro (PGMP) para vários produtos","GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS
                        Desde: 24/04/2023",Não anuído,24/04/2023,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0066611234/
NA,4737103/22-0,26/09/2022,2.022000000451391e+16,25351399688,LABORATÓRIO GLOBO SA,17.115.437/0001-73,"12172 -
                        GQMED – Protocolo de Gerenciamento de Mudanças Pós-registro (PGMP) para vários produtos","GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS
                        Desde: 05/12/2022",Não anuído,05/12/2022,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/4737103220/
secnidazol,0676186/23-1,01/07/2023,2.023000000060968e+16,25351345191,LABORATÓRIO GLOBO SA,17.115.437/0001-73,10291 - GENÉRICO - Inclusão de rotulagem - Nova destinação,"CBRES - COORDENAÇÃO DE BULA, ROTULAGEM, REGISTRO SIMPLIFICADO E NOME COMERCIAL
                            Desde: 15/02/2024",Anuído,15/02/2024,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0676186231/
secnidazol,0439855/19-6,17/05/2019,2.5352337974201904e+16,25351345191,LABORATÓRIO GLOBO SA,17.115.437/0001-73,10506 - GENÉRICO - Modificação Pós-Registro - CLONE,"GEPRE.D - GERÊNCIA DE AVALIAÇÃO DE TECNOLOGIA DE PÓS-REGISTRO DE MEDICAMENTOS SINTÉTICOS
                            Desde: 17/05/2019",Distribuído para a área responsável,17/05/2019,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0439855196/
secnidazol,6239245/21-0,13/12/2021,2.535222853720211e+16,25351345191,LABORATÓRIO GLOBO SA,17.115.437/0001-73,10506 - GENÉRICO - Modificação Pós-Registro - CLONE,"GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS
                            Desde: 13/12/2021",Anuído,17/03/2022,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/6239245210/
SECNIMAX,0676098/23-8,01/07/2023,2.0230000000609576e+16,25351022973,LABORATÓRIO GLOBO SA,17.115.437/0001-73,10297 - SIMILAR - Inclusão de rotulagem - Nova destinação,"CBRES - COORDENAÇÃO DE BULA, ROTULAGEM, REGISTRO SIMPLIFICADO E NOME COMERCIAL
                            Desde: 05/02/2024",Anuído,05/02/2024,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0676098238/
SECNIMAX,0896410/15-6,07/10/2015,2.535243350020152e+16,25351022973,LABORATÓRIO GLOBO SA,17.115.437/0001-73,142 - SIMILAR - Renovação de Registro de Medicamento,"GGMED - GERÊNCIA-GERAL DE MEDICAMENTOS
                            Desde: 08/02/2018",Revalidação automática,13/12/2016,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0896410156/
SECNIMAX,0420790/19-4,11/05/2019,2.5352322529201932e+16,25351022973,LABORATÓRIO GLOBO SA,17.115.437/0001-73,11018 - RDC 73/2016 - SIMILAR - Inclusão de local de embalagem primária do medicamento,"GEPRE.D - GERÊNCIA DE AVALIAÇÃO DE TECNOLOGIA DE PÓS-REGISTRO DE MEDICAMENTOS SINTÉTICOS
                            Desde: 11/05/2019",Mudança implementada,25/08/2023,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0420790194/
SECNIMAX,4248818/22-4,02/06/2022,2.022000000410526e+16,25351022973,LABORATÓRIO GLOBO SA,17.115.437/0001-73,10298 - SIMILAR - Notificação de alteração de rotulagem,"CBRES - COORDENAÇÃO DE BULA, ROTULAGEM, REGISTRO SIMPLIFICADO E NOME COMERCIAL
                            Desde: 21/02/2024",Anuído,21/02/2024,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/4248818224/
SIMLIP,1900200/21-9,17/05/2021,2.5352529683202156e+16,25351847804,LABORATÓRIO GLOBO SA,17.115.437/0001-73,1416 - SIMILAR - Aditamento,"GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS
                            Desde: 17/05/2021",Aditado ao processo,28/04/2023,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/1900200219/
SIMLIP,8422709/21-5,20/12/2021,2.5352036297202116e+16,25351847804,LABORATÓRIO GLOBO SA,17.115.437/0001-73,11006 - RDC 73/2016 - SIMILAR - Alteração de razão social do local de fabricação do medicamento,"CPMEC - COORDENAÇÃO DE PÓS-REGISTRO DE MEDICAMENTO DE MENOR COMPLEXIDADE
                            Desde: 15/06/2022",Anuído,15/06/2022,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/8422709215/
SINVASMAX,0394848/17-0,13/03/2017,2.535234167720179e+16,25351150670,LABORATÓRIO GLOBO SA,17.115.437/0001-73,10507 - SIMILAR - Modificação Pós-Registro - CLONE,"GEPRE.D - GERÊNCIA DE AVALIAÇÃO DE TECNOLOGIA DE PÓS-REGISTRO DE MEDICAMENTOS SINTÉTICOS
                            Desde: 07/08/2017",Mudança analisada – Nível 1,07/08/2017,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0394848170/
SINVASMAX,2494368/19-1,15/10/2019,2.535279286320196e+16,25351150670,LABORATÓRIO GLOBO SA,17.115.437/0001-73,10507 - SIMILAR - Modificação Pós-Registro - CLONE,"GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS
                            Desde: 07/02/2020",Aprovação condicional – ausência de manifestação no prazo legal em 17/02/2020.,07/02/2020,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/2494368191/
SINVASMAX,6970178/21-4,15/12/2021,2.535246223220212e+16,25351150670,LABORATÓRIO GLOBO SA,17.115.437/0001-73,10507 - SIMILAR - Modificação Pós-Registro - CLONE,"GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS
                            Desde: 15/12/2021",Anuído,18/03/2022,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/6970178214/
sinvastatina,0394862/17-5,13/03/2017,2.535234170120179e+16,25351150668,LABORATÓRIO GLOBO SA,17.115.437/0001-73,10506 - GENÉRICO - Modificação Pós-Registro - CLONE,"GEPRE.D - GERÊNCIA DE AVALIAÇÃO DE TECNOLOGIA DE PÓS-REGISTRO DE MEDICAMENTOS SINTÉTICOS
                            Desde: 07/08/2017",Mudança analisada – Nível 1,07/08/2017,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/0394862175/
sinvastatina,2494321/19-5,15/10/2019,2.5352792850201988e+16,25351150668,LABORATÓRIO GLOBO SA,17.115.437/0001-73,10506 - GENÉRICO - Modificação Pós-Registro - CLONE,"GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS
                            Desde: 07/02/2020",Aprovação condicional – ausência de manifestação no prazo legal em 17/02/2020.,07/02/2020,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/2494321195/
sinvastatina,6970186/21-5,15/12/2021,2.535246284620211e+16,25351150668,LABORATÓRIO GLOBO SA,17.115.437/0001-73,10506 - GENÉRICO - Modificação Pós-Registro - CLONE,"GQMED - GERÊNCIA DE AVALIAÇÃO DA QUALIDADE DE MEDICAMENTOS SINTÉTICOS
                            Desde: 15/12/2021",Anuído,18/03/2022,https://consultas.anvisa.gov.br/#/documentos/tecnicos/expediente/6970186215/
